brandname,details,sizes,mrp,sellprice,discount%,category women
and,floral polyester round neck womens flared dress  white,10,3099,2479,20,Westernwear
rare,solid georgette round neck womens regular top  maroon,MediumSmall,1199,539,55,Westernwear
altlife,solid polyester blend womens active wear bralette  wine,LargeMediumSmallX-LargeX-Small,899,449,50,Westernwear
life,regular fit regular length denim womens jeans  grey,262830323436,1699,849,50,Westernwear
infuse,printed rayon v neck womens strappy midi dress  turquoise,LargeMediumSmallX-LargeX-SmallXX-Large,1599,799,50,Westernwear
allen solly,solid polyester cotton round neck womens formal blazer  ltgrey,LargeMediumSmallX-LargeX-Small,3799,2279,40,Westernwear
only,solid viscose round neck womens tshirt  pink,LargeMediumSmallX-LargeX-Small,1699,849,50,Westernwear
madame,printed cotton blend square neck womens flared dress  off white,LargeMediumSmallX-LargeXX-Large,2899,1449,50,Westernwear
faballey,floral polyester sweetheart neck womens top  pink,LargeMediumSmallX-SmallXX-LargeXXX-Large,1400,1120,20,Westernwear
kraus,clean look cotton wide fit womens jeans  blue,2830323436,1995,1795,10,Westernwear
altlife,printed cotton regular neck womens tshirt  grey melange,LargeMediumSmallX-LargeX-SmallXX-Large,499,249,50,Westernwear
only,aop scoop neck cotton womens tshirt  orange,LargeMediumSmallX-LargeX-Small,1999,1199,40,Westernwear
cover story,solid viscose v neck womens top  green,LargeMediumSmallX-LargeX-Small,1890,1323,30,Westernwear
only,color block viscose round neck womens dress  green,3436384042,3499,2099,40,Westernwear
faballey,solid halter neck georgette womens regular dress  green,MediumSmallX-LargeX-Small,1950,975,50,Westernwear
magre,solid half sleeves polyester blend womens regular length jumpsuit  green,MediumSmallX-Small,2890,1734,40,Westernwear
life,printed cotton round neck womens regular fit tshirt  charcoal,LargeMediumSmallX-LargeX-Small,599,299,50,Westernwear
vero moda,stripes polyester womens casual skirt  blue,LargeMediumSmallX-LargeX-Small,2799,1959,30,Westernwear
forever new,solid polyester round neck womens blouse  pink,681012,3800,1900,50,Westernwear
stop,stripes regular fit viscose womens formal pants  black,2830323436,999,499,50,Westernwear
kraus,mom fit ankle length cotton womens regular jeans  blue,2830,1895,1326,30,Westernwear
life,printed cotton round neck womens active wear tshirt  mustard,LargeMediumSmallX-LargeX-SmallXX-Large,399,199,50,Westernwear
lovegen,skinny fit ankle length cotton nylon womens jeans  peach,262830323436,1599,639,60,Westernwear
madame,solid polyster womens dress  dusty pink,LargeMediumSmallX-LargeXX-Large,2399,1199,50,Westernwear
latin quarters,solid shirt collar cotton womens regular dress  rust,SMLXL,1999,799,60,Westernwear
life,printed rayon wide neck womens aline dress  off white,LargeMediumSmallX-LargeX-Small,1699,849,50,Westernwear
fratini,printed round neck  womens top  light blue,LargeMediumSmallX-LargeXX-Large,699,349,50,Westernwear
infuse,graphic cotton round neck womens regular fit tshirt  pack of 2  multi,LargeMediumSmallX-LargeX-SmallXX-Large,699,419,40,Westernwear
allen solly,solid cotton regular neck womens casual shirt  off white,LargeMediumSmallX-LargeX-SmallXX-Large,1999,1499,25,Westernwear
life,stripes cotton round neck womens regular tshirt  navy,LargeSmallX-SmallXX-Large,499,249,50,Westernwear
and,graphic viscose y neck womens top  olive,8,1899,1709,10,Westernwear
ivy,solid round neck polyester womens dress  green,LargeMediumSmallX-LargeX-Small,2499,1249,50,Westernwear
rare,printed halter neck polyester womens fit and flare dress  maroon,LargeMediumSmallX-Large,2399,1079,55,Westernwear
madame,solid denim womens ankle length dungarees  navy,2628303236,3599,2159,40,Westernwear
cover story,solid cotton round neck womens tshirt  olive,LargeMediumSmallX-Large,1890,945,50,Westernwear
zink london,solid viscose blend regular fit womens pants  purple,LargeMediumSmallX-Large,1799,1079,40,Westernwear
vero moda,printed shirt collar viscose womens casual shirt  navy,LargeMediumSmallX-LargeX-Small,1799,1439,20,Westernwear
altlife,regular fit thigh length cotton womens active wear shorts  grey melange,2830323436,499,249,50,Westernwear
zink london,solid polyester blend regular fit womens pants  navy,MediumSmallX-Large,1999,1199,40,Westernwear
zink london,printed polyester womens fit and flare dress  green,LargeMediumSmallX-LargeXX-Large,3199,999,69,Westernwear
vero moda,printed cotton round neck womens dress  yellow,LargeMediumSmallX-LargeX-Small,2799,1959,30,Westernwear
altlife,printed cotton round neck womens active wear tshirt  aubergine,LargeMediumSmallX-LargeX-SmallXX-Large,399,199,50,Westernwear
latin quarters,dyed round neck polyester womens regular dress  black,L,3499,1749,50,Westernwear
life,printed vneck viscose womens regular top  brown,LargeMediumSmallX-LargeX-Small,1299,649,50,Westernwear
kraus,straight fit ankle length cotton womens jeans  light blue,28303234,1895,1326,30,Westernwear
allen solly,solid polyester regular fit womens casual pants  navy,28303234,1999,1499,25,Westernwear
sera,printed vneck polyester womens two piece dress  white,LargeMediumSmallX-Large,2494,872,65,Westernwear
life,graphic print cotton round neck womens tshirt  black,LargeMediumSmallX-Small,599,299,50,Westernwear
fratini,solid regular fit polyester womens casual pants  navy,262830323436,999,499,50,Westernwear
pepe,solid classic collar viscose womens casual shirt  white,LargeMediumSmallX-Large,1999,1199,40,Westernwear
stop,solid polyester vneck womens regular fit top  off white,LargeMediumSmallX-LargeXX-Large,1299,649,50,Westernwear
vero moda,solid shirt collar cotton womens casual shirt  blue,LargeMediumSmallX-LargeX-Small,2299,1839,20,Westernwear
juniper,ethnic motifs mandarin neck cambric womens tiered dresses with mask  cream,LargeMediumSmallX-LargeXX-Large,2499,999,60,Westernwear
allen solly,textured cotton round neck womens shirt  white,X-Large,1699,1019,40,Westernwear
sera,floral round neck cotton womens regular dress  pink,Small,2998,1349,55,Westernwear
zink london,solid viscose blend mandarin womens dress  blue,LargeMediumSmallX-LargeXX-Large,2399,1199,50,Westernwear
vero moda,printed round neck cotton blend womens tshirt  white,LargeMediumSmallX-Small,1299,649,50,Westernwear
vero moda,solid polyester v neck womens top  green,LargeMediumSmallX-LargeX-Small,1899,1139,40,Westernwear
kraus,wide fit ankle length cotton womens jeans  dark blue,283234,1695,1525,10,Westernwear
sera,solid v neck rayon blend womens top  brown,LargeX-Large,1398,699,50,Westernwear
and,printed cotton collar neck womens top  light blue,810121416,2499,1249,50,Westernwear
and,solid round neck polyester womens straight top  red,810121418,1899,1519,20,Westernwear
kraus,baggy ankle length cotton womens jeans  blue,28303234,1695,1525,10,Westernwear
only,loose fit regular cotton womens jeans  blue,3436384042,3699,2589,30,Westernwear
zink london,printed v neck polyester womens maxi dress  off white,LargeMediumSmallX-Large,3299,1979,40,Westernwear
kraus,clean look cotton blend wide fit womens jeans  blue,283032343638,2095,1885,10,Westernwear
allen solly,womens solid formal trousers  black,26283032,1999,1599,20,Westernwear
only,checks straight fit polyester womens casual wear pants  brown,LargeMediumSmallX-LargeX-Small,3499,1749,50,Westernwear
kraus,flare fit full length cotton womens jeans  light blue,2830323436,1995,1396,30,Westernwear
latin quarters,solid v neck rayon blend womens casual shrug  natural,SMX-Small,1299,499,62,Westernwear
only,geometric cotton round neck womens top  white,3436384042,2499,1499,40,Westernwear
zink london,floral square neck rayon womens dresses  black,LargeMediumSmallX-Large,2599,1299,50,Westernwear
zink london,structured halter neck polyester womens shift dress  blue,MediumX-Large,3499,1399,60,Westernwear
faballey,printed v neck crepe womens comfort fit midi dress  blue,MediumSmall,1900,950,50,Westernwear
zink london,printed cotton round neck womens regular fit tshirt  green,MediumSmallX-Small,1299,399,69,Westernwear
vero moda,solid viscose round neck womens  tops  purple,LargeMediumSmallX-LargeX-Small,2599,1559,40,Westernwear
van heusen,solid vneck modal womens top  yellow,LargeMediumSmallX-LargeX-Small,1899,999,47,Westernwear
latin quarters,solid polyester womens regular knit top  blue,SMLXL,1499,499,67,Westernwear
allen solly,solid polyester cotton round neck womens regular top  white,LargeMedium,1699,1019,40,Westernwear
madame,solid cotton round neck womens regular top  mauve,LargeMediumSmallX-LargeXX-Large,899,539,40,Westernwear
cover story,solid round neck cotton poly spandex womens regular dress  pink,LargeMediumSmallX-Small,2290,1374,40,Westernwear
stop,printed polyester round neck womens regular fit top  black & white,MediumSmall,899,449,50,Westernwear
adidas,stripes cotton fitted womens casual tights  grey,LargeMediumSmallX-LargeX-Small,1799,1259,30,Westernwear
kraus,solid skinny fit tencel womens casual trousers  light blue,2830323436,1695,1186,30,Westernwear
altlife,solid cotton round neck womens active wear tshirt  white,LargeMediumSmallX-LargeX-SmallXX-Large,399,199,50,Westernwear
sera,printed mandarin neck polyester womens fit and flare dress  cream,LargeX-Large,1594,717,55,Westernwear
life,printed tight fit cotton lycra womens active wear tights  black,2830323436,999,499,50,Westernwear
altlife,solid cotton regular neck womens tshirt  blush,LargeMediumSmallX-LargeX-SmallXX-Large,599,299,50,Westernwear
madame,printed polyester sweatheart neck womens top  off white,X-Large,1599,799,50,Westernwear
insense,solid polyester blend loose fit womens joggers  black,2830323436,999,499,50,Westernwear
zink london,lace round neck polyester womens midi dress  pink,LargeMediumSmallX-Large,2699,2159,20,Westernwear
fratini,solid regular fit tencel womens casual pants  mid blue,262830323436,1499,749,50,Westernwear
life,solid cotton round neck womens regular top  navy,LargeMediumSmallX-LargeX-Small,1199,599,50,Westernwear
infuse,solid collared neck tencel womens regular fit shirt dress  indigo,LargeSmallX-Small,1299,779,40,Westernwear
zink london,stripes polyester womens shift dress  multi,LargeX-Large,1999,799,60,Westernwear
altlife,solid cotton stretch full length womens joggers  black,2830323436,1299,649,50,Westernwear
zink london,printed polyester tie up neck women's top  white,SmallX-Small,1599,499,69,Westernwear
altlife,printed cotton regular neck womens tshirt  black,LargeMediumSmallX-LargeX-SmallXX-Large,499,249,50,Westernwear
zink london,womens multi stripes shirt style dress  grey,X-Small,2799,699,75,Westernwear
zink london,textured sweetheart neck polyester womens midi dress  blue,LargeMediumSmallX-LargeX-SmallXX-Large,2499,1499,40,Westernwear
allen solly,solid polyester regular fit womens trousers  olive,28303234,2299,1379,40,Westernwear
iti,womens black high low lace top  black,LargeMediumSmallX-LargeX-Small,1899,599,68,Westernwear
life,regular fit regular length cotton lycra womens jeans  ice,2628303234,999,499,50,Westernwear
life,regular fit regular length cotton lycra womens jeans  indigo,2628303234,999,499,50,Westernwear
and,solid polyester v neck womens regular top  wine,10,1699,1359,20,Westernwear
faballey,printed georgette strappy neck womens regular dress  yellow,LargeSmallX-LargeX-Small,2700,2160,20,Westernwear
vero moda,stripes shirt collar polyester womens casual shirt  blue,LargeMediumSmallX-LargeX-Small,2499,1749,30,Westernwear
and,solid viscose round neck womens straight top  orange,810121416,2699,1349,50,Westernwear
kraus,super skinny fit ankle length cotton womens jeans  blue,283032343638,1895,947,50,Westernwear
magre,solid polyester blend regular fit womens casual pants  maroon,LargeMediumSmallX-Small,2199,1319,40,Westernwear
spykar,regular fit regular cotton womens jeans  light blue,262830323436,2699,1889,30,Westernwear
zink london,printed polyester u neck womens dress  pink,LargeMediumSmallX-LargeXX-Large,2799,1679,40,Westernwear
fratini,printed viscose round neck womens tshirt  sage,LargeMediumSmallX-LargeXX-Large,699,349,50,Westernwear
altlife,regular fit thigh length cotton womens active wear shorts  red,2830323436,499,249,50,Westernwear
only,self design viscose womens regular top  yellow,3436384042,2799,1679,40,Westernwear
van heusen,solid polyester vneck womens woven top  red,LargeMediumSmallX-LargeX-Small,1699,999,41,Westernwear
and,womens stripes casual wear jumpsuit  natural,18,3499,1399,60,Westernwear
infuse,solid cotton round neck womens regular fit tshirt  pack of 2  multi,LargeMediumSmallX-LargeX-Small,699,419,40,Westernwear
altlife,solid cotton ankle length womens active wear joggers  grey melange,2830323436,899,449,50,Westernwear
only,placement print cotton round neck womens tshirt  black,LargeMediumSmallX-LargeX-Small,2499,1999,20,Westernwear
sera,womens regular fit printed round neck aline dress  brown,LargeMediumSmallX-Large,1698,679,60,Westernwear
only,solid viscose v neck womens tshirt  pink,LargeMediumSmallX-LargeX-Small,1299,909,30,Westernwear
faballey,printed half sleeves crepe womens regular length jumpsuits  black,LargeMediumSmallX-Small,2400,1920,20,Westernwear
vh flex,printed cotton round neck womens regular fit tshirt  blue,LargeMediumSmallX-LargeX-SmallXX-Large,1299,399,69,Westernwear
life,printed cotton round neck womens regular tshirt  navy,LargeMediumSmallX-LargeX-SmallXX-Large,399,199,50,Westernwear
zink london,floral polyester regular fit womens pants  off white,LargeMediumSmallX-Large,1999,1199,40,Westernwear
kraus,slim mid thigh cotton blend womens casual wear shorts  blue,2830323436,1395,697,50,Westernwear
allen solly,textured cotton round neck womens dress  peach,LargeMediumSmallX-LargeX-SmallXX-Large,2299,1839,20,Westernwear
zink london,straight fit full length viscose womens casual skirt  cream,LargeMediumSmallX-LargeX-Small,1899,1139,40,Westernwear
fratini,printed round neck  womens top  white,LargeMediumSmallX-LargeXX-Large,699,349,50,Westernwear
kraus,skinny fit ankle length cotton womens jeans  olive,283032343638,1895,1326,30,Westernwear
fratini,printed polyester blend round neck womens regular tshirt  lilac,LargeMediumSmallX-LargeXX-Large,1299,649,50,Westernwear
life,printed round neck cotton womens regular fit top  black,LargeMediumSmallX-LargeX-Small,599,299,50,Westernwear
vero moda,printed round neck cotton womens  dresses  white,LargeMediumSmallX-LargeX-Small,3499,2449,30,Westernwear
zink london,embellished polyester high neck womens top  natural,LargeMediumSmallX-LargeX-SmallXX-Large,2199,1319,40,Westernwear
life,solid regular fit cotton lycra womens casual pants  black,2628303234,999,499,50,Westernwear
