age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,experience,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,marialstatus
23,0,rarely,650,research & development,9,1,medical,758,2,Male,37,3,1,laboratory technician,1,Married,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,married
39,0,rarely,141,human resources,3,3,human resources,760,3,Female,44,4,2,human resources,2,Married,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,married
56,0,rarely,832,research & development,9,3,medical,762,3,Male,81,3,4,healthcare representative,4,Married,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,married
40,0,rarely,804,research & development,2,1,medical,763,4,Female,86,2,1,research scientist,4,Single,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,single
27,0,rarely,975,research & development,7,3,medical,764,4,Female,55,2,2,healthcare representative,1,Single,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,single
29,0,rarely,1090,sales,10,3,marketing,766,4,Male,83,3,1,sales representative,2,Divorced,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,divorced
53,0,rarely,346,research & development,6,3,life sciences,769,4,Male,86,3,2,laboratory technician,4,Single,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,single
35,0,non,1225,research & development,2,4,life sciences,771,4,Female,61,3,2,healthcare representative,1,Divorced,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,divorced
32,0,frequently,430,research & development,24,4,life sciences,772,1,Male,80,3,2,laboratory technician,4,Married,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,married
38,0,rarely,268,research & development,2,5,medical,773,4,Male,92,3,1,research scientist,3,Married,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,married
34,0,rarely,167,research & development,8,5,life sciences,775,2,Female,32,3,2,manufacturing director,1,Divorced,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,divorced
25,0,rarely,883,sales,26,1,medical,781,3,Female,32,3,2,sales executive,4,Single,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,single
45,0,rarely,954,sales,2,2,technical degree,783,2,Male,46,1,2,sales representative,3,Single,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,single
23,0,rarely,310,research & development,10,1,medical,784,1,Male,79,4,1,research scientist,3,Single,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,single
47,0,frequently,719,sales,27,2,life sciences,785,2,Female,77,4,2,sales executive,3,Single,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,single
36,0,non,1434,sales,8,4,life sciences,789,1,Male,76,2,3,sales executive,1,Single,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,single
52,0,non,715,research & development,19,4,medical,791,4,Male,41,3,1,research scientist,4,Married,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,married
26,0,frequently,575,research & development,1,2,life sciences,792,1,Female,71,1,1,laboratory technician,4,Divorced,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,divorced
29,0,rarely,657,research & development,27,3,medical,793,2,Female,66,3,2,healthcare representative,3,Married,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,married
26,0,rarely,1146,sales,8,3,technical degree,796,4,Male,38,2,2,sales executive,1,Single,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,single
34,0,rarely,182,research & development,1,4,life sciences,797,2,Female,72,4,1,research scientist,4,Single,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,single
54,0,rarely,376,research & development,19,4,medical,799,4,Female,95,3,2,manufacturing director,1,Divorced,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,divorced
27,0,frequently,829,sales,8,1,marketing,800,3,Male,84,3,2,sales executive,4,Married,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,married
37,0,rarely,571,research & development,10,1,life sciences,802,4,Female,82,3,1,research scientist,1,Divorced,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,divorced
38,0,frequently,240,research & development,2,4,life sciences,803,1,Female,75,4,2,manufacturing director,1,Single,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,single
34,0,rarely,121,research & development,2,4,medical,804,3,Female,86,2,1,research scientist,1,Single,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,single
35,0,rarely,384,sales,8,4,life sciences,805,1,Female,72,3,1,sales representative,4,Married,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,married
30,0,rarely,921,research & development,1,3,life sciences,806,4,Male,38,1,1,laboratory technician,3,Married,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,married
40,0,frequently,791,research & development,2,2,medical,807,3,Female,38,4,2,healthcare representative,2,Married,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,married
34,0,rarely,1111,sales,8,2,life sciences,808,3,Female,93,3,2,sales executive,1,Married,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,married
23,0,rarely,1243,research & development,6,3,life sciences,811,3,Male,63,4,1,laboratory technician,1,Married,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,married
24,0,non,1092,research & development,9,3,life sciences,812,3,Male,60,2,1,laboratory technician,2,Divorced,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,divorced
52,0,rarely,1325,research & development,11,4,life sciences,813,4,Female,82,3,2,laboratory technician,3,Married,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,married
29,0,rarely,805,research & development,1,2,life sciences,816,2,Female,36,2,1,laboratory technician,1,Married,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,married
33,0,rarely,213,research & development,7,3,medical,817,3,Male,49,3,3,research director,3,Married,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,married
33,0,rarely,118,sales,16,3,marketing,819,1,Female,69,3,2,sales executive,1,Single,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,single
29,0,rarely,1252,research & development,23,2,life sciences,824,3,Male,81,4,1,research scientist,3,Married,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,married
35,0,rarely,1258,research & development,1,4,life sciences,826,4,Female,40,4,1,research scientist,3,Single,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,single
42,0,rarely,932,research & development,1,2,life sciences,827,4,Female,43,2,2,manufacturing director,4,Married,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,married
28,0,rarely,890,research & development,2,4,medical,828,3,Male,46,3,1,research scientist,3,Single,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,single
36,0,rarely,1041,human resources,13,3,human resources,829,3,Male,36,3,1,human resources,2,Married,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,married
32,0,rarely,859,research & development,4,3,life sciences,830,3,Female,98,2,2,manufacturing director,3,Married,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,married
40,0,frequently,720,research & development,16,4,medical,832,1,Male,51,2,2,laboratory technician,3,Single,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,single
30,0,rarely,946,research & development,2,3,medical,833,3,Female,52,2,2,manufacturing director,4,Single,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,single
45,0,rarely,252,research & development,2,3,life sciences,834,2,Female,95,2,1,research scientist,3,Single,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,single
42,0,rarely,933,research & development,29,3,life sciences,836,2,Male,98,3,2,manufacturing director,2,Married,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,married
38,0,frequently,471,research & development,12,3,life sciences,837,1,Male,45,2,2,healthcare representative,1,Divorced,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,divorced
34,0,frequently,702,research & development,16,4,life sciences,838,3,Female,100,2,1,research scientist,4,Single,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,single
49,0,rarely,1184,sales,11,3,marketing,840,3,Female,43,3,3,sales executive,4,Married,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,married
55,0,rarely,436,sales,2,1,medical,842,3,Male,37,3,2,sales executive,4,Single,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,single
27,0,rarely,269,research & development,5,1,technical degree,844,3,Male,42,2,3,research director,4,Divorced,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,divorced
28,0,rarely,760,sales,2,4,marketing,846,2,Female,81,3,2,sales executive,2,Married,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,married
34,0,rarely,829,human resources,3,2,human resources,847,3,Male,88,3,1,human resources,4,Married,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,married
26,0,frequently,887,research & development,5,2,medical,848,3,Female,88,2,1,research scientist,3,Married,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,married
27,0,non,443,research & development,3,3,medical,850,4,Male,50,3,1,research scientist,4,Married,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,married
51,0,rarely,1318,sales,26,4,marketing,851,1,Female,66,3,4,manager,3,Married,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,married
44,0,rarely,625,research & development,4,3,medical,852,4,Male,50,3,2,healthcare representative,2,Single,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,single
25,0,rarely,180,research & development,2,1,medical,854,1,Male,65,4,1,research scientist,1,Single,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,single
33,0,rarely,586,sales,1,3,medical,855,1,Male,48,4,2,sales executive,1,Divorced,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,divorced
35,0,rarely,1343,research & development,27,1,medical,856,3,Female,53,2,1,research scientist,1,Single,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,single
36,0,rarely,928,sales,1,2,life sciences,857,2,Male,56,3,2,sales executive,4,Married,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,married
32,0,rarely,117,sales,13,4,life sciences,859,2,Male,73,3,2,sales executive,4,Divorced,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,divorced
30,0,frequently,1012,research & development,5,4,life sciences,861,2,Male,75,2,1,research scientist,4,Divorced,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,divorced
53,0,rarely,661,sales,7,2,marketing,862,1,Female,78,2,3,sales executive,4,Married,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,married
45,0,rarely,930,sales,9,3,marketing,864,4,Male,74,3,3,sales executive,1,Divorced,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,divorced
32,0,rarely,638,research & development,8,2,medical,865,3,Female,91,4,2,research scientist,3,Married,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,married
52,0,frequently,890,research & development,25,4,medical,867,3,Female,81,2,4,manufacturing director,4,Married,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,married
37,0,rarely,342,sales,16,4,marketing,868,4,Male,66,2,2,sales executive,3,Divorced,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,divorced
28,0,rarely,1169,human resources,8,2,medical,869,2,Male,63,2,1,human resources,4,Divorced,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,divorced
22,0,rarely,1230,research & development,1,2,life sciences,872,4,Male,33,2,2,manufacturing director,4,Married,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,married
44,0,rarely,986,research & development,8,4,life sciences,874,1,Male,62,4,1,laboratory technician,4,Married,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,married
42,0,frequently,1271,research & development,2,1,medical,875,2,Male,35,3,1,research scientist,4,Single,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,single
36,0,rarely,1278,human resources,8,3,life sciences,878,1,Male,77,2,1,human resources,1,Married,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,married
35,0,rarely,607,research & development,9,3,life sciences,880,4,Female,66,2,3,manufacturing director,3,Married,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,married
35,0,frequently,130,research & development,25,4,life sciences,881,4,Female,96,3,1,research scientist,2,Divorced,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,divorced
32,0,non,300,research & development,1,3,life sciences,882,4,Male,61,3,1,laboratory technician,4,Divorced,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,divorced
25,0,rarely,583,sales,4,1,marketing,885,3,Male,87,2,2,sales executive,1,Married,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,married
49,0,rarely,1418,research & development,1,3,technical degree,887,3,Female,36,3,1,research scientist,1,Married,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,married
24,0,non,1269,research & development,4,1,life sciences,888,1,Male,46,2,1,laboratory technician,4,Married,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,married
32,0,frequently,379,sales,5,2,life sciences,889,2,Male,48,3,2,sales executive,2,Married,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,married
38,0,rarely,395,sales,9,3,marketing,893,2,Male,98,2,1,sales representative,2,Married,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,married
42,0,rarely,1265,research & development,3,3,life sciences,894,3,Female,95,4,2,laboratory technician,4,Married,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,married
31,0,rarely,1222,research & development,11,4,life sciences,895,4,Male,48,3,1,research scientist,4,Married,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,married
29,0,rarely,341,sales,1,3,medical,896,2,Female,48,2,1,sales representative,3,Divorced,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,divorced
53,0,rarely,868,sales,8,3,marketing,897,1,Male,73,3,4,sales executive,4,Married,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,married
35,0,rarely,672,research & development,25,3,technical degree,899,4,Male,78,2,3,manufacturing director,2,Married,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,married
37,0,frequently,1231,sales,21,2,medical,900,3,Female,54,3,1,sales representative,4,Married,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,married
53,0,rarely,102,research & development,23,4,life sciences,901,4,Female,72,3,4,research director,4,Single,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,single
43,0,frequently,422,research & development,1,3,life sciences,902,4,Female,33,3,2,healthcare representative,4,Married,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,married
47,0,rarely,249,sales,2,2,marketing,903,3,Female,35,3,2,sales executive,4,Married,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,married
37,0,non,1252,sales,19,2,medical,904,1,Male,32,3,3,sales executive,2,Single,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,single
39,0,rarely,1383,human resources,2,3,life sciences,909,4,Female,42,2,2,human resources,4,Married,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,married
33,0,rarely,1075,human resources,3,2,human resources,910,4,Male,57,3,1,human resources,2,Divorced,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,divorced
32,0,rarely,374,research & development,25,4,life sciences,911,1,Male,87,3,1,laboratory technician,4,Single,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,single
29,0,rarely,1086,research & development,7,1,medical,912,1,Female,62,2,1,laboratory technician,4,Divorced,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,divorced
44,0,rarely,661,research & development,9,2,life sciences,913,2,Male,61,3,1,research scientist,1,Married,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,married
28,0,rarely,821,sales,5,4,medical,916,1,Male,98,3,2,sales executive,4,Single,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,single
58,0,frequently,781,research & development,2,1,life sciences,918,4,Male,57,2,1,laboratory technician,4,Divorced,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,divorced
43,0,rarely,177,research & development,8,3,life sciences,920,1,Female,55,3,2,manufacturing director,2,Divorced,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,divorced
20,0,rarely,500,sales,2,3,medical,922,3,Female,49,2,1,sales representative,3,Single,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,single
36,0,rarely,1425,research & development,14,1,life sciences,924,3,Male,68,3,2,healthcare representative,4,Married,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,married
47,0,rarely,1454,sales,2,4,life sciences,925,4,Female,65,2,1,sales representative,4,Single,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,single
22,0,rarely,617,research & development,3,1,life sciences,926,2,Female,34,3,2,manufacturing director,3,Married,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,married
41,0,rarely,1085,research & development,2,4,life sciences,927,2,Female,57,1,1,laboratory technician,4,Divorced,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,divorced
28,0,rarely,995,research & development,9,3,medical,930,3,Female,77,3,1,research scientist,3,Divorced,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,divorced
39,0,rarely,1122,research & development,6,3,medical,932,4,Male,70,3,1,laboratory technician,1,Married,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,married
27,0,rarely,618,research & development,4,3,life sciences,933,2,Female,76,3,1,research scientist,3,Single,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,single
34,0,rarely,546,research & development,10,3,life sciences,934,2,Male,83,3,1,laboratory technician,2,Divorced,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,divorced
42,0,rarely,462,sales,14,2,medical,936,3,Female,68,2,2,sales executive,3,Single,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,single
58,0,rarely,1272,research & development,5,3,technical degree,940,3,Female,37,2,3,healthcare representative,2,Divorced,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,divorced
31,0,rarely,154,sales,7,4,life sciences,941,2,Male,41,2,1,sales representative,3,Married,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,married
35,0,rarely,1137,research & development,21,1,life sciences,942,4,Female,51,3,2,healthcare representative,4,Married,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,married
48,0,rarely,1469,research & development,20,4,medical,945,4,Male,51,3,1,research scientist,3,Married,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,married
31,0,non,1188,sales,20,2,marketing,947,4,Female,45,3,2,sales executive,3,Married,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,married
38,0,rarely,1333,research & development,1,3,technical degree,950,4,Female,80,3,3,research director,1,Married,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,married
32,0,non,1184,research & development,1,3,life sciences,951,3,Female,70,2,1,laboratory technician,2,Married,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,married
25,0,rarely,867,sales,19,2,marketing,952,3,Male,36,2,1,sales representative,2,Married,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,married
40,0,rarely,658,sales,10,4,marketing,954,1,Male,67,2,3,sales executive,2,Divorced,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,divorced
26,0,frequently,1283,sales,1,3,medical,956,3,Male,52,2,2,sales executive,1,Single,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,single
41,0,rarely,263,research & development,6,3,medical,957,4,Male,59,3,1,laboratory technician,1,Single,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,single
36,0,rarely,938,research & development,2,4,medical,958,3,Male,79,3,1,laboratory technician,3,Single,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,single
20,0,rarely,129,research & development,4,3,technical degree,960,1,Male,84,3,1,laboratory technician,1,Single,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,single
31,0,rarely,616,research & development,12,3,medical,961,4,Female,41,3,2,healthcare representative,4,Married,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,married
40,0,frequently,1469,research & development,9,4,medical,964,4,Male,35,3,1,research scientist,2,Divorced,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,divorced
32,0,rarely,498,research & development,3,4,medical,966,3,Female,93,3,2,manufacturing director,1,Married,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,married
36,0,rarely,530,sales,3,1,life sciences,967,3,Male,51,2,3,sales executive,4,Married,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,married
33,0,rarely,1069,research & development,1,3,life sciences,969,2,Female,42,2,2,healthcare representative,4,Single,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,single
37,0,rarely,625,sales,1,4,life sciences,970,1,Male,46,2,3,sales executive,3,Married,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,married
45,0,non,805,research & development,4,2,life sciences,972,3,Male,57,3,2,laboratory technician,2,Married,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,married
29,0,frequently,1404,sales,20,3,technical degree,974,3,Female,84,3,1,sales representative,4,Married,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,married
35,0,rarely,1219,sales,18,3,medical,975,3,Female,86,3,2,sales executive,3,Married,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,married
58,0,rarely,289,research & development,2,3,technical degree,977,4,Male,51,3,1,research scientist,3,Single,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,single
53,0,rarely,1376,sales,2,2,medical,981,3,Male,45,3,4,manager,3,Divorced,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,divorced
38,0,non,152,sales,10,3,technical degree,983,3,Female,85,3,2,sales executive,4,Single,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,single
35,0,rarely,882,sales,3,4,life sciences,984,4,Male,92,3,3,sales executive,4,Divorced,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,divorced
39,0,rarely,903,sales,2,5,life sciences,985,1,Male,41,4,3,sales executive,3,Single,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,single
40,0,non,1479,sales,24,3,life sciences,986,2,Female,100,4,4,sales executive,2,Single,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,single
47,0,frequently,1379,research & development,16,4,medical,987,3,Male,64,4,2,manufacturing director,3,Divorced,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,divorced
36,0,non,1229,sales,8,4,technical degree,990,1,Male,84,3,2,sales executive,4,Divorced,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,divorced
31,0,non,335,research & development,9,2,medical,991,3,Male,46,2,1,research scientist,1,Single,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,single
29,0,rarely,906,research & development,10,3,life sciences,994,4,Female,92,2,1,research scientist,1,Single,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,single
33,0,rarely,461,research & development,13,1,life sciences,995,2,Female,53,3,1,research scientist,4,Single,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,single
